"CALLSIGN"	"FREQUENCY"	"SERVICE"	"CLASS"	"STATUS"	"CITY"	"STATE"	"COUNTRY"	"FILENUM"	"FACID"	"LAT"	"LON"	"LICENSEE"	"LATDD"	"LONDD"	"deleted"
"KSXY"	"100.9 MHz"	"FM"	"A"	"LIC"	"CALISTOGA"	"CA"	"US"	"BLH    -20070330BCF"	43711	"38-40-9N"	"122-37-53W"	"SINCLAIR TELECABLE, INC. D/B/A SINCLAIR COMMUNICATIONS"	38.6692	122.6314	0
"KSYC-FM"	"103.9 MHz"	"FM"	"C1"	"LIC"	"YREKA"	"CA"	"US"	"BLH    -19951111KF"	15314	"41-36-36N"	"122-37-26W"	"JAMISON-WOLF ENTERPRISES, INC."	41.61	122.6239	0
"KSYD"	"92.1  MHz"	"FM"	"A"	"LIC"	"REEDSPORT"	"OR"	"US"	"BLH    -20001018ABG"	59341	"43-39-26N"	"124-11-10W"	"LANE COUNTY SCHOOL DISTRICT 4J"	43.6572	124.1861	0
"KSYE"	"91.5  MHz"	"FM"	"C1"	"LIC"	"FREDERICK"	"OK"	"US"	"BLED   -19920527KC"	14520	"34-21-52N"	"98-50-4W"	"FIRST DALLAS MEDIA, INC."	34.3644	98.8344	0
"KSYM-FM"	"90.1  MHz"	"FM"	"A"	"LIC"	"SAN ANTONIO"	"TX"	"US"	"BMLED  -20090618ACZ"	58788	"29-26-50N"	"98-29-55W"	"SAN ANTONIO COLLEGE"	29.4472	98.4986	0
"KSYN"	"92.5  MHz"	"FM"	"C0"	"LIC"	"JOPLIN"	"MO"	"US"	"BLH    -20060106ABP"	73244	"37-5-49N"	"94-34-25W"	"ZIMMER RADIO, INC."	37.0969	94.5736	0
"KSYR"	"92.1  MHz"	"FM"	"A"	"LIC"	"BENTON"	"LA"	"US"	"BLH    -19970919KC"	9681	"32-39-19N"	"93-41-36W"	"ACCESS.1 LOUISIANA HOLDING COMPANY LLC"	32.6553	93.6933	0
"KSYV"	"96.7  MHz"	"FM"	"A"	"LIC"	"SOLVANG"	"CA"	"US"	"BLH    -20040107AAF"	51185	"34-41-28N"	"120-15-58W"	"KNIGHT BROADCASTING, INC."	34.6911	120.2661	0
"KSYY"	"96.5  MHz"	"FM"	"C3"	"LIC"	"INGRAM"	"TX"	"US"	"BLH    -20070725AAT"	164252	"30-7-4N"	"99-11-40W"	"RADIO RANCH, LTD."	30.1178	99.1944	0
"KSYZ-FM"	"107.7 MHz"	"FM"	"C1"	"LIC"	"GRAND ISLAND"	"NE"	"US"	"BLH    -20080620ACB"	41878	"41-9-13N"	"98-43-37W"	"NRG LICENSE SUB, LLC"	41.1536	98.7269	0
"KSZR"	"97.5  MHz"	"FM"	"A"	"LIC"	"ORO VALLEY"	"AZ"	"US"	"BLH    -20000421ABC"	39734	"32-19-45N"	"111-3-40W"	"RADIO LICENSE HOLDING CBC, LLC"	32.3292	111.0611	0
"KTAA"	"90.7  MHz"	"FM"	"C3"	"LIC"	"BIG SANDY"	"TX"	"US"	"BLED   -19951108KA"	1247	"32-37-50N"	"94-53-44W"	"COMMUNITY BROADCASTING, INC."	32.6306	94.8956	0
"KTAC"	"93.9  MHz"	"FM"	"C3"	"LIC"	"EPHRATA"	"WA"	"US"	"BLH    -20020618AAE"	68158	"47-19-13N"	"119-34-22W"	"TACOMA BROADCASTERS, INCORPORATED"	47.3203	119.5728	0
"KTAD"	"89.9  MHz"	"FM"	"C3"	"LIC"	"STERLING"	"CO"	"US"	"BLED   -20100322AAR"	91471	"40-31-57N"	"103-7-22W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	40.5325	103.1228	0
"KTAG"	"97.9  MHz"	"FM"	"C"	"LIC"	"CODY"	"WY"	"US"	"BLH    -20010904AAI"	74354	"44-29-42N"	"109-9-10W"	"LEGEND COMMUNICATIONS OF WYOMING, LLC"	44.495	109.1528	0
"KTAI"	"91.1  MHz"	"FM"	"A"	"LIC"	"KINGSVILLE"	"TX"	"US"	"BLED   -19810922AG"	65304	"27-31-24N"	"97-52-42W"	"TEXAS A & M UNIVERSITY, KINGSVILLE"	27.5233	97.8783	0
"KTAK"	"93.9  MHz"	"FM"	"C1"	"LIC"	"RIVERTON"	"WY"	"US"	"BLH    -19811221AS"	56590	"42-43-10N"	"108-8-45W"	"EDWARDS COMMUNICATIONS, LC"	42.7194	108.1458	0
"KTAL-FM"	"98.1  MHz"	"FM"	"C"	"LIC"	"TEXARKANA"	"TX"	"US"	"BLH    -4026"	33728	"32-54-11N"	"94-0-22W"	"ACCESS.1 LOUISIANA HOLDING COMPANY LLC"	32.9031	94.0061	0
"KTAO"	"101.9 MHz"	"FM"	"C1"	"LIC"	"TAOS"	"NM"	"US"	"BLH    -19990308KD"	64602	"36-14-48N"	"105-39-15W"	"TAOS COMMUNICATIONS CORPORATION"	36.2467	105.6542	0
"KTAR-FM"	"92.3  MHz"	"FM"	"C"	"LIC"	"GLENDALE"	"AZ"	"US"	"BLH    -20040707ABM"	65479	"33-19-58N"	"112-3-48W"	"BONNEVILLE HOLDING COMPANY"	33.3328	112.0633	0
"KTAR-FM"	"92.3  MHz"	"FS"	"C"	"LIC"	"GLENDALE"	"AZ"	"US"	"BXLH   -20040927ALN"	65479	"33-19-58N"	"112-3-48W"	"BONNEVILLE HOLDING COMPANY"	33.3328	112.0633	0
"KTAW"	"89.3  MHz"	"FM"	"A"	"LIC"	"WALSENBURG"	"CO"	"US"	"BLED   -20090202ABP"	89073	"37-37-39N"	"104-49-17W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	37.6275	104.8214	0
"KTBB-FM"	"92.1  MHz"	"FM"	"C3"	"LIC"	"TYLER"	"TX"	"US"	"BLH    -19960405KE"	24247	"32-22-28N"	"95-16-24W"	"GLEISER COMMUNICATIONS, LLC"	32.3744	95.2733	0
"KTBG"	"90.9  MHz"	"FM"	"C1"	"LIC"	"WARRENSBURG"	"MO"	"US"	"BLED   -19981112KB"	9928	"38-55-54N"	"93-49-6W"	"THE UNIVERSITY OF CENTRAL MISSOURI"	38.9317	93.8183	0
"KTBH-FM"	"102.1 MHz"	"FM"	"C2"	"LIC"	"KURTISTOWN"	"HI"	"US"	"BLH    -20080324AFT"	164281	"19-41-48N"	"155-3-5W"	"OHANA BROADCAST COMPANY II LLC"	19.6967	155.0514	0
"KTBJ"	"89.3  MHz"	"FM"	"B"	"LIC"	"FESTUS"	"MO"	"US"	"BLED   -20020723AAA"	76989	"38-9-16N"	"90-2-7W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	38.1544	90.0353	0
"KTBQ"	"107.7 MHz"	"FM"	"C3"	"LIC"	"NACOGDOCHES"	"TX"	"US"	"BLH    -20080530AHP"	11740	"31-34-58N"	"94-39-59W"	"GAP BROADCASTING LUFKIN LICENSE, LLC"	31.5828	94.6664	0
"KTBT"	"92.1  MHz"	"FM"	"C2"	"LIC"	"BROKEN ARROW"	"OK"	"US"	"BLH    -19901114KC"	33727	"36-6-38N"	"96-1-57W"	"CLEAR CHANNEL BROADCASTING LICENSES, INC."	36.1106	96.0325	0
"KTBT"	"92.1  MHz"	"FS"	"C2"	"LIC"	"BROKEN ARROW"	"OK"	"US"	"BXLH   -20080123AFF"	33727	"36-6-37.6N"	"96-1-57W"	"CLEAR CHANNEL BROADCASTING LICENSES, INC."	36.1104	96.0325	0
"KTBZ-FM"	"94.5  MHz"	"FM"	"C"	"LIC"	"HOUSTON"	"TX"	"US"	"BMLH   -20090424AAB"	18516	"29-34-34N"	"95-30-36W"	"AMFM TEXAS LICENSES LLC"	29.5761	95.51	0
"KTBZ-FM"	"94.5  MHz"	"FS"	"C"	"LIC"	"HOUSTON"	"TX"	"US"	"BXLH   -20051216ACE"	18516	"29-34-15N"	"95-30-37W"	"AMFM TEXAS LICENSES LLC"	29.5708	95.5103	0
"KTCB"	"89.5  MHz"	"FM"	"A"	"LIC"	"TILLAMOOK"	"OR"	"US"	"BLED   -20040908AAU"	93286	"45-27-59N"	"123-55-11W"	"TILLICUM FOUNDATION"	45.4664	123.9197	0
"KTCC"	"91.9  MHz"	"FM"	"A"	"LIC"	"COLBY"	"KS"	"US"	"BLED   -19910417KC"	12220	"39-22-34N"	"101-3-8W"	"COLBY COMMUNITY COLLEGE"	39.3761	101.0522	0
"KTCE"	"92.1  MHz"	"FM"	"A"	"LIC"	"PAYSON"	"UT"	"US"	"BLH    -20050118ALE"	43339	"40-5-21N"	"111-49-15W"	"MOENKOPI COMMUNICATIONS, INC."	40.0892	111.8208	0
"KTCF"	"89.5  MHz"	"FM"	"A"	"LIC"	"DOLORES"	"CO"	"US"	"BMLED  -20060112AFC"	94188	"37-28-7N"	"108-32-48W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	37.4686	108.5467	0
"KTCL"	"93.3  MHz"	"FM"	"C1"	"LIC"	"WHEAT RIDGE"	"CO"	"US"	"BLH    -20070621AQR"	68684	"39-43-59N"	"105-14-10W"	"CITICASTERS LICENSES, INC."	39.7331	105.2361	0
"KTCM"	"97.3  MHz"	"FM"	"C3"	"LIC"	"MADISON"	"MO"	"US"	"BLH    -20100610ACO"	171017	"39-26-45.4N"	"92-10-11.3W"	"CHRISTINE CP CO., LLC"	39.4459	92.1698	0
"KTCO"	"98.9  MHz"	"FM"	"C1"	"LIC"	"DULUTH"	"MN"	"US"	"BLH    -19980211KB"	26591	"46-47-27N"	"92-6-59W"	"MIDWEST COMMUNICATIONS, INC."	46.7908	92.1164	0
"KTCS-FM"	"99.9  MHz"	"FM"	"C"	"LIC"	"FORT SMITH"	"AR"	"US"	"BLH    -19871231KC"	5220	"35-4-20N"	"94-40-50W"	"BIG CHIEF BROADCASTING COMPANY"	35.0722	94.6806	0
"KTCU-FM"	"88.7  MHz"	"FM"	"C3"	"LIC"	"FORT WORTH"	"TX"	"US"	"BLED   -20040114ADM"	65307	"32-42-40N"	"97-21-58W"	"TEXAS CHRISTIAN UNIVERSITY"	32.7111	97.3661	0
"KTCV"	"88.1  MHz"	"FM"	"A"	"LIC"	"KENNEWICK"	"WA"	"US"	"BLED   -20100122ABI"	34022	"46-13-7N"	"119-12-1W"	"KENNEWICK SCHOOL DISTRICT NO. 17"	46.2186	119.2003	0
"KTCX"	"102.5 MHz"	"FM"	"C2"	"LIC"	"BEAUMONT"	"TX"	"US"	"BLH    -19960903KG"	4462	"29-59-20N"	"94-14-42W"	"CUMULUS LICENSING LLC"	29.9889	94.245	0
"KTCY"	"101.7 MHz"	"FM"	"C"	"LIC"	"AZLE"	"TX"	"US"	"BMLH   -20060717AAD"	28122	"33-26-13N"	"97-29-5W"	"LIBERMAN BROADCASTING OF DALLAS LICENSE LLC"	33.4369	97.4847	0
"KTCZ-FM"	"97.1  MHz"	"FM"	"C"	"LIC"	"MINNEAPOLIS"	"MN"	"US"	"BLH    -19910814KC"	10142	"45-3-30N"	"93-7-27W"	"AMFM BROADCASTING LICENSES, LLC"	45.0583	93.1242	0
"KTCZ-FM"	"97.1  MHz"	"FS"	"C"	"LIC"	"MINNEAPOLIS"	"MN"	"US"	"BXMLH  -19990903AAM"	10142	"44-58-34N"	"93-16-20W"	"AMFM BROADCASTING LICENSES, LLC"	44.9761	93.2722	0
"KTCZ-FM"	"97.1  MHz"	"FS"	"C"	"LIC"	"MINNEAPOLIS"	"MN"	"US"	"BXMLH  -20080929AEV"	10142	"44-58-34N"	"93-16-20W"	"AMFM BROADCASTING LICENSES, LLC"	44.9761	93.2722	0
"KTDA"	"91.7  MHz"	"FM"	"A"	"LIC"	"DALHART"	"TX"	"US"	"BLED   -20090406ALS"	94225	"36-3-20N"	"102-30-34W"	"AMERICAN FAMILY ASSOCIATION"	36.0556	102.5094	0
"KTDB"	"89.7  MHz"	"FM"	"C3"	"LIC"	"RAMAH"	"NM"	"US"	"BLED   -19851218KF"	55010	"34-57-59N"	"108-25-31W"	"RAMAH NAVAJO SCHOOL BOARD, INC."	34.9664	108.4253	0
"KTDC-LP"	"105.3 MHz"	"FL"	"L1"	"LIC"	"MUSCATINE"	"IA"	"US"	"BLL    -20031215AAO"	134691	"41-26-3N"	"91-4-42W"	"MUSCATINE EDUCATIONAL ASSOCIATION"	41.4342	91.0783	0
"KTDE"	"100.5 MHz"	"FM"	"B1"	"LIC"	"GUALALA"	"CA"	"US"	"BLH    -19930816KA"	35875	"38-49-33N"	"123-34-12W"	"FOUR RIVERS BROADCASTING, INC."	38.8258	123.57	0
"KTDK"	"104.1 MHz"	"FM"	"C3"	"LIC"	"SANGER"	"TX"	"US"	"BLH    -20050309AAI"	26146	"33-28-47N"	"97-3-22W"	"SUSQUEHANNA RADIO CORP."	33.4797	97.0561	0
"KTDK"	"104.1 MHz"	"FS"	"C3"	"LIC"	"SANGER"	"TX"	"US"	"BXLH   -20050504ABU"	26146	"33-28-47N"	"97-3-22W"	"SUSQUEHANNA RADIO CORP."	33.4797	97.0561	0
"KTDL"	"90.7  MHz"	"FM"	"A"	"LIC"	"TRINIDAD"	"CO"	"US"	"BLED   -20071115AAB"	93645	"36-59-33N"	"104-28-24W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	36.9925	104.4733	0
"KTDR"	"96.3  MHz"	"FM"	"C1"	"LIC"	"DEL RIO"	"TX"	"US"	"BLH    -19860404KC"	24793	"29-32-25N"	"101-7-21W"	"GRANDE BROADCASTING OF DEL RIO, INC."	29.5403	101.1225	0
"KTDU"	"88.5  MHz"	"FM"	"A"	"LIC"	"DURANGO"	"CO"	"US"	"BLED   -20080606AAS"	88486	"37-15-43N"	"107-54-24W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	37.2619	107.9067	0
"KTDV"	"91.9  MHz"	"FM"	"C3"	"LIC"	"STATE CENTER"	"IA"	"US"	"BLED   -20080728AAD"	92457	"42-15-49N"	"93-3-57W"	"MARSHALLTOWN EDUCATION PLUS, INC."	42.2636	93.0658	0
"KTDX"	"89.3  MHz"	"FM"	"A"	"LIC"	"LARAMIE"	"WY"	"US"	"BLED   -20081010BIM"	93647	"41-18-39N"	"105-27-12W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	41.3108	105.4533	0
"KTDY"	"99.9  MHz"	"FM"	"C"	"LIC"	"LAFAYETTE"	"LA"	"US"	"BLH    -19980323KF"	12674	"30-12-6N"	"91-46-37W"	"REGENT BROADCASTING OF LAFAYETTE, LLC"	30.2017	91.7769	0
"KTDY"	"99.9  MHz"	"FS"	"C1"	"LIC"	"LAFAYETTE"	"LA"	"US"	"BXLH   -20050113AAM"	12674	"30-12-6N"	"91-46-37W"	"REGENT BROADCASTING OF LAFAYETTE, LLC"	30.2017	91.7769	0
"KTDZ"	"103.9 MHz"	"FM"	"C3"	"LIC"	"COLLEGE"	"AK"	"US"	"BLH    -19980914KB"	69405	"64-55-20N"	"147-42-55W"	"REVITALIZATION PARTNERS, LLC, GENERAL RECEIVER"	64.9222	147.7153	0
"KTEA"	"103.5 MHz"	"FM"	"A"	"LIC"	"CAMBRIA"	"CA"	"US"	"BLH    -20061214ACF"	77773	"35-31-26.1N"	"121-3-40.3W"	"KTEA-FM LLC"	35.5239	121.0612	0
"KTEC"	"89.5  MHz"	"FM"	"A"	"LIC"	"KLAMATH FALLS"	"OR"	"US"	"BLED   -19850104LL"	62398	"42-12-59N"	"121-47-57W"	"OREGON STATE BOARD OF HIGHER EDUCATION"	42.2164	121.7992	0
"KTED"	"100.5 MHz"	"FM"	"C1"	"LIC"	"EVANSVILLE"	"WY"	"US"	"BLH    -20080311ABW"	164285	"42-45-30N"	"106-19-23W"	"THE CASPER RADIO GROUP, INC."	42.7583	106.3231	0
"KTEE"	"94.9  MHz"	"FM"	"C1"	"LIC"	"NORTH BEND"	"OR"	"US"	"BLH    -20010525ABX"	4080	"43-12-18N"	"124-18-7W"	"BICOASTAL MEDIA LICENSES III, LLC"	43.205	124.3019	0
"KTEG"	"104.1 MHz"	"FM"	"C"	"LIC"	"SANTA FE"	"NM"	"US"	"BLH    -19831230AB"	53652	"35-46-50N"	"106-31-35W"	"CITICASTERS LICENSES, INC."	35.7806	106.5264	0
"KTEI"	"90.7  MHz"	"FM"	"A"	"LIC"	"PLACERVILLE"	"CO"	"US"	"BLED   -20071012AOD"	89631	"37-59-30N"	"107-58-21W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	37.9917	107.9725	0
"KTEP"	"88.5  MHz"	"FM"	"C1"	"LIC"	"EL PASO"	"TX"	"US"	"BLED   -19800430AE"	69342	"31-47-17N"	"106-28-46W"	"UNIVERSITY OF TEXAS AT EL PASO"	31.7881	106.4794	0
"KTEP"	"88.5  MHz"	"FS"	"C1"	"LIC"	"EL PASO"	"TX"	"US"	"BXLED  -20060328AJG"	69342	"31-47-15N"	"106-28-47W"	"UNIVERSITY OF TEXAS AT EL PASO"	31.7875	106.4797	0
"KTER"	"90.7  MHz"	"FM"	"A"	"LIC"	"RUDOLPH"	"TX"	"US"	"BLED   -20000427AAC"	83104	"26-41-13N"	"97-45-52W"	"FAITH PLEASES GOD CHURCH CORP."	26.6869	97.7644	0
"KTEX"	"100.3 MHz"	"FM"	"C0"	"LIC"	"MERCEDES"	"TX"	"US"	"BLH    -20081218AAP"	64631	"26-6-1N"	"97-50-21W"	"CAPSTAR TX LLC"	26.1003	97.8392	0
"KTEZ"	"99.9  MHz"	"FM"	"A"	"LIC"	"ZWOLLE"	"LA"	"US"	"BLH    -20020712ABL"	86142	"31-39-17N"	"93-29-4W"	"BALDRIDGE-DUMAS COMMUNICATIONS, INC."	31.6547	93.4844	0
"KTFC"	"103.3 MHz"	"FM"	"C1"	"LIC"	"SIOUX CITY"	"IA"	"US"	"BLED   -20090414AAE"	17199	"42-29-5.5N"	"96-18-18.9W"	"COMMUNITY BROADCASTING, INC."	42.4849	96.3053	0
"KTFG"	"102.9 MHz"	"FM"	"C2"	"LIC"	"SIOUX RAPIDS"	"IA"	"US"	"BLED   -20091116AEB"	17200	"42-54-34.6N"	"95-9-33.1W"	"COMMUNITY BROADCASTING, INC."	42.9096	95.1592	0
"KTFM"	"94.1  MHz"	"FM"	"C2"	"LIC"	"FLORESVILLE"	"TX"	"US"	"BLH    -19980421KD"	2543	"29-11-3N"	"98-30-49W"	"BMP SAN ANTONIO LICENSE COMPANY, L.P."	29.1842	98.5136	0
"KTFR"	"100.7 MHz"	"FM"	"A"	"LIC"	"CHELSEA"	"OK"	"US"	"BLH    -20010309AAD"	41636	"36-30-12N"	"95-26-29W"	"KXOJ, INC."	36.5033	95.4414	0
"KTFW-FM"	"92.1  MHz"	"FM"	"C1"	"LIC"	"GLEN ROSE"	"TX"	"US"	"BLH    -19990429KC"	65314	"32-16-31N"	"98-1-22W"	"LKCM RADIO LICENSES, L.P."	32.2753	98.0228	0
"KTFW-FM"	"92.1  MHz"	"FS"	"C1"	"LIC"	"GLEN ROSE"	"TX"	"US"	"BXLH   -20040325ABD"	65314	"32-16-31N"	"98-1-22W"	"LKCM RADIO LICENSES, L.P."	32.2753	98.0228	0
"KTFX-FM"	"101.7 MHz"	"FM"	"C3"	"LIC"	"WARNER"	"OK"	"US"	"BLH    -20061117AAY"	56622	"35-34-39N"	"95-12-36W"	"K95.5, INC"	35.5775	95.21	0
"KTFY"	"88.1  MHz"	"FM"	"C1"	"LIC"	"BUHL"	"ID"	"US"	"BLED   -20050811AAA"	91839	"42-43-48N"	"114-25-6W"	"IDAHO CONFERENCE OF SEVENTH-DAY ADVENTISTS, INC."	42.73	114.4183	0
"KTGA"	"99.3  MHz"	"FM"	"C1"	"LIC"	"SARATOGA"	"WY"	"US"	"BLH    -20080130AKR"	164278	"41-40-46N"	"107-14-8W"	"TOGA RADIO LLC"	41.6794	107.2356	0
"KTGC-LP"	"101.3 MHz"	"FL"	"L1"	"LIC"	"ST. REGIS"	"MT"	"US"	"BLL    -20041116ABT"	134971	"47-19-5N"	"115-7-6W"	"ST. REGIS PUBLIC SCHOOL"	47.3181	115.1183	0
"KTGL"	"92.9  MHz"	"FM"	"C1"	"LIC"	"BEATRICE"	"NE"	"US"	"BLH    -19871019KB"	53141	"40-31-6N"	"96-46-7W"	"THREE EAGLES OF LINCOLN, INC."	40.5183	96.7686	0
"KTGR-FM"	"100.5 MHz"	"FM"	"A"	"LIC"	"FULTON"	"MO"	"US"	"BMLH   -19900718KB"	34408	"38-51-58N"	"91-57-15W"	"ZIMMER RADIO OF MID-MISSOURI, INC"	38.8661	91.9542	0
"KTGS"	"88.3  MHz"	"FM"	"C2"	"LIC"	"TISHOMINGO"	"OK"	"US"	"BLED   -20020430AAD"	85337	"34-21-34N"	"96-33-34W"	"SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING, INC."	34.3594	96.5594	0
"KTGW"	"91.7  MHz"	"FM"	"C3"	"LIC"	"FRUITLAND"	"NM"	"US"	"BMLED  -20051212ABP"	89170	"36-41-46N"	"108-13-13W"	"NATIVE AMERICAN CHRISTIAN VOICE, INC"	36.6961	108.2203	0
"KTGX"	"106.1 MHz"	"FM"	"C"	"LIC"	"OWASSO"	"OK"	"US"	"BLH    -19860602KH"	68294	"36-31-36N"	"95-39-12W"	"CLEAR CHANNEL BROADCASTING LICENSES, INC."	36.5267	95.6533	0
"KTGX"	"106.1 MHz"	"FM"	"C1"	"LIC"	"OWASSO"	"OK"	"US"	"BLH    -19881109KB"	68294	"36-31-36N"	"95-39-12W"	"CLEAR CHANNEL BROADCASTING LICENSES, INC."	36.5267	95.6533	0
"KTHA-LP"	"100.5 MHz"	"FL"	"L1"	"LIC"	"THAYER"	"KS"	"US"	"BLL    -20020402AAM"	125312	"37-29-7N"	"95-28-29W"	"THAYER SEVENTH-DAY ADVENTIST CHURCH"	37.4853	95.4747	0
"KTHC"	"95.1  MHz"	"FM"	"C1"	"LIC"	"SIDNEY"	"MT"	"US"	"BLH    -19961025KD"	10513	"48-2-52N"	"103-59-1W"	"CCR-WILLISTON IV, LLC"	48.0478	103.9836	0
"KTHI"	"107.1 MHz"	"FM"	"C"	"LIC"	"CALDWELL"	"ID"	"US"	"BLH    -20050511ABG"	68589	"43-45-18N"	"116-5-52W"	"JOURNAL BROADCAST CORPORATION"	43.755	116.0978	0
"KTHI"	"107.1 MHz"	"FS"	"C"	"LIC"	"CALDWELL"	"ID"	"US"	"BXLH   -20050511ABN"	68589	"43-45-18N"	"116-5-52W"	"JOURNAL BROADCAST CORPORATION"	43.755	116.0978	0
"KTHK"	"105.5 MHz"	"FM"	"C1"	"LIC"	"IDAHO FALLS"	"ID"	"US"	"BLH    -19931014KD"	33447	"43-21-6N"	"112-0-22W"	"RIVERBEND COMMUNICATIONS, LLC"	43.3517	112.0061	0
"KTHK-FM1"	"105.5 MHz"	"FB"	"D"	"LIC"	"POCATELLO"	"ID"	"US"	"BLFTB  -20020621AEV"	136487	"42-50-55N"	"112-26-46W"	"RIVERBEND COMMUNICATIONS, LLC"	42.8486	112.4461	0
"KTHM"	"90.7  MHz"	"FM"	"A"	"LIC"	"RED BLUFF"	"CA"	"US"	"BLED   -20091023AAA"	77121	"40-10-27N"	"122-13-55W"	"TEHAMA COUNTY COMMUNITY BROADCASTERS"	40.1742	122.2319	0
"KTHN"	"92.1  MHz"	"FM"	"A"	"LIC"	"LA JUNTA"	"CO"	"US"	"BLH    -6370"	7046	"37-59-15N"	"103-34-2W"	"CCR-LA JUNTA IV, LLC"	37.9875	103.5672	0
"KTHP"	"103.9 MHz"	"FM"	"A"	"LIC"	"HEMPHILL"	"TX"	"US"	"BLH    -20020301AEK"	84879	"31-25-24N"	"93-50-30W"	"BALDRIDGE-DUMAS COMMUNICATIONS, INC."	31.4233	93.8417	0
"KTHQ"	"92.5  MHz"	"FM"	"C1"	"LIC"	"EAGAR"	"AZ"	"US"	"BLH    -20100426AAW"	72730	"34-15-6N"	"109-35-6W"	"COUNTRY MOUNTAIN AIRWAVES, LLC"	34.2517	109.585	0
"KTHR"	"107.3 MHz"	"FM"	"C1"	"LIC"	"WICHITA"	"KS"	"US"	"BLH    -20011105ABJ"	53600	"37-46-40N"	"97-30-37W"	"CAPSTAR TX LLC"	37.7778	97.5103	0
"KTHS-FM"	"107.1 MHz"	"FM"	"C3"	"LIC"	"BERRYVILLE"	"AR"	"US"	"BLH    -19910916KB"	35667	"36-20-45N"	"93-29-17W"	"CARROLL COUNTY BROADCASTING, INC."	36.3458	93.4881	0
"KTHT"	"97.1  MHz"	"FM"	"C"	"LIC"	"CLEVELAND"	"TX"	"US"	"BLH    -20001031AAA"	65308	"30-32-6N"	"95-1-4W"	"COX RADIO, INC."	30.535	95.0178	0
"KTHT"	"97.1  MHz"	"FS"	"C"	"LIC"	"CLEVELAND"	"TX"	"US"	"BLH    -19980701KA"	65308	"30-13-53N"	"95-7-26W"	"COX RADIO, INC."	30.2314	95.1239	0
"KTHT"	"97.1  MHz"	"FS"	"C"	"LIC"	"CLEVELAND"	"TX"	"US"	"BXLH   -20090203AAZ"	65308	"30-32-6N"	"95-1-4W"	"COX RADIO, INC."	30.535	95.0178	0
"KTHU"	"100.7 MHz"	"FM"	"B"	"LIC"	"CORNING"	"CA"	"US"	"BMLH   -19930910KE"	52509	"39-53-17N"	"122-37-38W"	"RESULTS RADIO OF CHICO LICENSEE, LLC"	39.8881	122.6272	0
"KTHX-FM"	"100.1 MHz"	"FM"	"C1"	"LIC"	"DAYTON"	"NV"	"US"	"BLH    -20020313AAA"	48685	"39-15-34N"	"119-42-21W"	"WILKS LICENSE COMPANY-RENO LLC"	39.2594	119.7058	0
"KTHX-FM"	"100.1 MHz"	"FS"	"C2"	"LIC"	"DAYTON"	"NV"	"US"	"BXMLH  -20020314AAG"	48685	"39-18-38N"	"119-53-1W"	"WILKS LICENSE COMPANY-RENO LLC"	39.3106	119.8836	0
"KTIA-FM"	"99.3  MHz"	"FM"	"A"	"LIC"	"BOONE"	"IA"	"US"	"BMLH   -20060823AAD"	6417	"42-2-55N"	"93-53-54W"	"TRUTH BROADCASTING CORPORATION"	42.0486	93.8983	0
"KTIC-FM"	"107.9 MHz"	"FM"	"C2"	"LIC"	"WEST POINT"	"NE"	"US"	"BLH    -20080910AAW"	33881	"41-52-53N"	"97-0-58W"	"NEBRASKA RURAL RADIO ASSOCIATION"	41.8814	97.0161	0
"KTIG"	"102.7 MHz"	"FM"	"C2"	"LIC"	"PEQUOT LAKES"	"MN"	"US"	"BMLED  -19980105KC"	42903	"46-40-48N"	"94-25-2W"	"MINNESOTA CHRISTIAN BROADCASTERS, INC."	46.68	94.4172	0
"KTIJ"	"106.9 MHz"	"FM"	"C1"	"LIC"	"ELK CITY"	"OK"	"US"	"BLH    -20060130AUR"	70631	"34-58-39N"	"99-24-35W"	"FUCHS RADIO, LLC"	34.9775	99.4097	0
"KTIL-FM"	"95.9  MHz"	"FM"	"A"	"LIC"	"BAY CITY"	"OR"	"US"	"BLH    -20050908ABX"	164182	"45-27-59N"	"123-55-11W"	"ALEXANDRA COMMUNICATIONS, INC."	45.4664	123.9197	0
"KTIM-LP"	"101.9 MHz"	"FL"	"L1"	"LIC"	"ST. GEORGE"	"UT"	"US"	"BLL    -20060922AEC"	124360	"37-7-45N"	"113-35-46W"	"WASTECON ENVIRONMENTAL, INC."	37.1292	113.5961	0
"KTIS-FM"	"98.5  MHz"	"FM"	"C0"	"LIC"	"MINNEAPOLIS"	"MN"	"US"	"BMLED  -20030304AAJ"	49787	"45-3-30N"	"93-7-27W"	"NORTHWESTERN COLLEGE"	45.0583	93.1242	0
